title,Description,Price,Colors,Image Urls,Link
dresses,Beige Criss-Cross Cotton A-Line Dress,"₹3,610",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-criss-cross-cotton-a-line-dress-a-line-dress-332571_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-criss-cross-cotton-a-line-dress-a-line-dress-184275_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-criss-cross-cotton-a-line-dress-a-line-dress-344178_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-criss-cross-cotton-a-line-dress-a-line-dress-874970_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-criss-cross-cotton-a-line-dress-a-line-dress-436986_1600x.jpg",
dresses,Pink Tie and Dye Tiered V-Neck Dress,"₹4,160","Lavender,Blue,Mint Green,Pink","cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-tie-and-dye-tier-dress-tier-dress-456241_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-tie-and-dye-tier-dress-tier-dress-180737_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-tie-and-dye-tier-dress-tier-dress-148987_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-tie-and-dye-tier-dress-tier-dress-755432_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-tie-and-dye-tier-dress-tier-dress-864632_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/pink-tie-and-dye-tier-dress-tier-dress-680545_1600x.jpg",
dresses,Red Crinkled Cotton Strapless Maxi Dress,"₹5,510",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/chic-strapless-maxi-dress-gathered-dress-792195_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/chic-strapless-maxi-dress-gathered-dress-774639_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/chic-strapless-maxi-dress-gathered-dress-230222_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/chic-strapless-maxi-dress-gathered-dress-842066_1600x.jpg",
dresses,Apricot Cotton Flax Strappy Slit Dress,"₹2,550","Brown,Black,Navy Blue,Olive Green,White,Pink,Light Khakhi,Peach,Beige,Yellow","cdn.shopify.com/s/files/1/0534/2501/2925/products/apricot-cotton-flax-strappy-slit-dress-a-line-dress-633811_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/apricot-cotton-flax-strappy-slit-dress-a-line-dress-348074_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/apricot-cotton-flax-strappy-slit-dress-a-line-dress-825914_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/apricot-cotton-flax-strappy-slit-dress-a-line-dress-615258_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/apricot-cotton-flax-strappy-slit-dress-a-line-dress-626117_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/apricot-cotton-flax-strappy-slit-dress-a-line-dress-544737_1600x.jpg",
dresses,Navy Blue Cotton Flax Kangaroo Pocket Dress,"₹3,440","Yellow,Beige,Olive Green,Black,Navy Blue,White,Peach,Light Khakhi,Pink,Brown","cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-flax-kangaroo-pocket-dress-a-line-dress-391461_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-flax-kangaroo-pocket-dress-a-line-dress-218353_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-flax-kangaroo-pocket-dress-a-line-dress-613754_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-flax-kangaroo-pocket-dress-a-line-dress-455000_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-cotton-flax-kangaroo-pocket-dress-a-line-dress-928052_1600x.jpg",
dresses,English Rose Flannel High Neck Midi Dress,"₹5,280","Ash Grey,English Rose,Grape Wine","cdn.shopify.com/s/files/1/0534/2501/2925/products/english-rose-flannel-high-neck-midi-dress-fit-and-flare-dress-661875_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/english-rose-flannel-high-neck-midi-dress-fit-and-flare-dress-643010_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/english-rose-flannel-high-neck-midi-dress-fit-and-flare-dress-669308_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/english-rose-flannel-high-neck-midi-dress-fit-and-flare-dress-756588_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/english-rose-flannel-high-neck-midi-dress-fit-and-flare-dress-896897_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/english-rose-flannel-high-neck-midi-dress-fit-and-flare-dress-359147_1600x.jpg",
dresses,Organic Cotton White Beaded Lace Flare Dress,"₹4,660",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-lace-flare-dress-flared-dress-361720_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-lace-flare-dress-flared-dress-991563_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-lace-flare-dress-flared-dress-528823_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-lace-flare-dress-flared-dress-685779_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-lace-flare-dress-flared-dress-587043_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-lace-flare-dress-flared-dress-892365_1600x.jpg",
dresses,Breezy Crinkled Cotton Strappy A-Line Dress,"₹4,760",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-crinkled-cotton-strappy-a-line-dress-a-line-dress-310756_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-crinkled-cotton-strappy-a-line-dress-a-line-dress-170246_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-crinkled-cotton-strappy-a-line-dress-a-line-dress-101857_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-crinkled-cotton-strappy-a-line-dress-a-line-dress-332521_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-crinkled-cotton-strappy-a-line-dress-a-line-dress-787372_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-crinkled-cotton-strappy-a-line-dress-a-line-dress-888941_1600x.jpg",
dresses,Organic Cotton White Beaded Shirt Dress,"₹5,120",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-shirt-dress-button-down-dress-589790_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-shirt-dress-button-down-dress-210366_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-shirt-dress-button-down-dress-853878_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-shirt-dress-button-down-dress-856697_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-shirt-dress-button-down-dress-170681_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-shirt-dress-button-down-dress-144615_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/organic-cotton-white-beaded-shirt-dress-button-down-dress-345045_1600x.jpg",
dresses,Beige Cotton Flax Strappy Slit Dress,"₹2,550","Black,Brown,Navy Blue,Beige,Green,White,Peach,Light Khakhi,Pink,Mustard,Teal (Ikat),Ash Grey (Cotton Flannel)","cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-strappy-slit-dress-a-line-dress-728903_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-strappy-slit-dress-a-line-dress-483866_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-strappy-slit-dress-a-line-dress-515986_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-cotton-flax-strappy-slit-dress-a-line-dress-897959_1600x.jpg",
dresses,Taupe Ankle Length Tier Dress,"₹6,610",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/taupe-ankle-length-tier-dress-tier-dress-362629_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/taupe-ankle-length-tier-dress-tier-dress-200865_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/taupe-ankle-length-tier-dress-tier-dress-710295_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/taupe-ankle-length-tier-dress-tier-dress-691426_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/taupe-ankle-length-tier-dress-tier-dress-310934_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/taupe-ankle-length-tier-dress-tier-dress-525470_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/taupe-ankle-length-tier-dress-tier-dress-768748_1600x.jpg",
dresses,Sand Beige Cotton Flax Strappy Slit Dress,"₹2,550","Brown,Black,Navy Blue,Olive Green,White,Pink,Light Khakhi,Peach,Beige,Yellow","cdn.shopify.com/s/files/1/0534/2501/2925/products/sand-beige-cotton-flax-strappy-slit-dress-a-line-dress-794471_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/sand-beige-cotton-flax-strappy-slit-dress-a-line-dress-801114_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/sand-beige-cotton-flax-strappy-slit-dress-a-line-dress-424494_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/sand-beige-cotton-flax-strappy-slit-dress-a-line-dress-464715_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/sand-beige-cotton-flax-strappy-slit-dress-a-line-dress-990477_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/sand-beige-cotton-flax-strappy-slit-dress-a-line-dress-966341_1600x.jpg",
dresses,Comfy Cotton Red Princess Line Short Dress,"₹5,430","Khakhi ,Sage Green & Lilac (Block Print),Sunset Orange (Cotton Corduroy),Red (Yarn-Dyed),Brown,Black,Navy Blue,Yellow,Beige,White,Peach,Pink,Khaki Green","cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-cotton-red-princess-line-short-dress-princess-line-dress-192037_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-cotton-red-princess-line-short-dress-princess-line-dress-660431_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-cotton-red-princess-line-short-dress-princess-line-dress-544135_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-cotton-red-princess-line-short-dress-princess-line-dress-944016_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-cotton-red-princess-line-short-dress-princess-line-dress-798362_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/comfy-cotton-red-princess-line-short-dress-princess-line-dress-673095_1600x.jpg",
dresses,Black Cotton Welt Pocket Shift Dress,"₹3,390","Beige,Yellow,Navy Blue,Black,Brown,Pink,Peach,Light Khakhi,Khaki Green","cdn.shopify.com/s/files/1/0534/2501/2925/products/black-cotton-welt-pocket-shift-dress-high-low-dress-604630_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/black-cotton-welt-pocket-shift-dress-high-low-dress-246183_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/black-cotton-welt-pocket-shift-dress-high-low-dress-979929_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/black-cotton-welt-pocket-shift-dress-high-low-dress-627918_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/black-cotton-welt-pocket-shift-dress-high-low-dress-742907_1600x.jpg",
dresses,Mint Green Cotton Fit and Flare Dress,"₹5,620",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-fit-and-flare-dress-fit-and-flare-dress-552698_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-fit-and-flare-dress-fit-and-flare-dress-681498_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-fit-and-flare-dress-fit-and-flare-dress-523690_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-fit-and-flare-dress-fit-and-flare-dress-519802_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-fit-and-flare-dress-fit-and-flare-dress-197910_1600x.jpg",
dresses,Beige Yoked Cotton Tunic Dress,"₹4,360","Olive Green,Beige,White,Red,Teal","cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-yoked-cotton-tunic-dress-tunic-dress-995594_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-yoked-cotton-tunic-dress-tunic-dress-895721_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-yoked-cotton-tunic-dress-tunic-dress-810658_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-yoked-cotton-tunic-dress-tunic-dress-199857_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-yoked-cotton-tunic-dress-tunic-dress-977333_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-yoked-cotton-tunic-dress-tunic-dress-984773_1600x.jpg",
dresses,Red Handspun Cotton Deep Neck Shift Dress,"₹5,870","Light Yellow,Khakhi Green,Red,Powder Blue,Rust","cdn.shopify.com/s/files/1/0534/2501/2925/products/red-handspun-cotton-deep-neck-shift-dress-paneled-dress-284054_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-handspun-cotton-deep-neck-shift-dress-paneled-dress-332540_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-handspun-cotton-deep-neck-shift-dress-paneled-dress-718179_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-handspun-cotton-deep-neck-shift-dress-paneled-dress-131748_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-handspun-cotton-deep-neck-shift-dress-paneled-dress-837731_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/red-handspun-cotton-deep-neck-shift-dress-paneled-dress-254487_1600x.jpg",
dresses,Crinkled Cotton V-Neck Tiered Midi Sundress,"₹4,620",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/tiered-casual-sundress-tier-dress-654783_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/tiered-casual-sundress-tier-dress-877275_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/tiered-casual-sundress-tier-dress-990587_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/tiered-casual-sundress-tier-dress-689568_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/tiered-casual-sundress-tier-dress-158134_1600x.jpg",
dresses,Green Floral Block Print Flared Dress,"₹5,870",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-green-high-low-dress-flared-dress-695303_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-green-high-low-dress-flared-dress-538933_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-green-high-low-dress-flared-dress-819566_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-green-high-low-dress-flared-dress-209366_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-green-high-low-dress-flared-dress-126088_1600x.jpg",
dresses,Peach Cotton Welt Pocket Shift Dress,"₹3,390","Beige,Yellow,Navy Blue,Black,Brown,Pink,Peach,Light Khakhi,Khaki Green","cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-welt-pocket-shift-dress-high-low-dress-812270_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-welt-pocket-shift-dress-high-low-dress-847755_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-welt-pocket-shift-dress-high-low-dress-721712_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-welt-pocket-shift-dress-high-low-dress-594409_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-welt-pocket-shift-dress-high-low-dress-134872_1600x.jpg",
dresses,Peach Cotton Flax V-Neck Tunic,"₹2,770","Yellow,Olive Green,Black,Brown,Navy Blue,White,Peach,Light Khakhi,Pink","cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-v-neck-tunic-shift-dress-413668_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-v-neck-tunic-shift-dress-909441_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-v-neck-tunic-shift-dress-725650_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-v-neck-tunic-shift-dress-259031_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-v-neck-tunic-shift-dress-216499_1600x.jpg",
dresses,Light Khaki Cotton Flax Kangaroo Pocket Dress,"₹3,440","Yellow,Beige,Olive Green,Black,Navy Blue,White,Peach,Light Khakhi,Pink,Brown","cdn.shopify.com/s/files/1/0534/2501/2925/products/light-khaki-cotton-flax-kangaroo-pocket-dress-a-line-dress-984596_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-khaki-cotton-flax-kangaroo-pocket-dress-a-line-dress-926941_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-khaki-cotton-flax-kangaroo-pocket-dress-a-line-dress-946542_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-khaki-cotton-flax-kangaroo-pocket-dress-a-line-dress-535314_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/light-khaki-cotton-flax-kangaroo-pocket-dress-a-line-dress-755096_1600x.jpg",
dresses,Olive Green Yoked Cotton Tunic Dress,"₹4,360","Olive Green,Beige,White,Red,Teal","cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-yoked-cotton-tunic-dress-tunic-dress-558834_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-yoked-cotton-tunic-dress-tunic-dress-140128_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-yoked-cotton-tunic-dress-tunic-dress-246038_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-yoked-cotton-tunic-dress-tunic-dress-281436_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-yoked-cotton-tunic-dress-tunic-dress-135498_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-yoked-cotton-tunic-dress-tunic-dress-558352_1600x.jpg",
dresses,Fern Green Shibori Drop Shoulder Dress,,,"cdn.shopify.com/s/files/1/0534/2501/2925/products/2E9A9787_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/2E9A9800_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/2E9A9788_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/2E9A9799_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/2E9A9793_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/2E9A9786_1600x.jpg",
dresses,Barn Red Cotton Waffle V-Neck Dress,"₹4,650","Barn Red (Waffle),Navy Blue (Waffle),Olive Green (Waffle),Sage Green,Mauve,Dusk Beige","cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-waffle-v-neck-dress-paneled-dress-503298_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-waffle-v-neck-dress-paneled-dress-194675_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-waffle-v-neck-dress-paneled-dress-894308_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-waffle-v-neck-dress-paneled-dress-609296_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-waffle-v-neck-dress-paneled-dress-920807_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-waffle-v-neck-dress-paneled-dress-368235_1600x.jpg",
dresses,Mustard Gold Handspun 100% Cotton  Knee Length Dress,"₹3,090",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/PRA_0114_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/PRA_0110_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/PRA_0103_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/PRA_0105_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/PRA_0123_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/PRA_0098_1600x.jpg",
dresses,Peach Cotton Flax Kangaroo Pocket Dress,"₹3,440","Yellow,Beige,Olive Green,Black,Navy Blue,White,Peach,Light Khakhi,Pink,Brown","cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-kangaroo-pocket-dress-a-line-dress-354591_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-kangaroo-pocket-dress-a-line-dress-205440_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-kangaroo-pocket-dress-a-line-dress-151930_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-kangaroo-pocket-dress-a-line-dress-647718_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/peach-cotton-flax-kangaroo-pocket-dress-a-line-dress-655350_1600x.jpg",
dresses,White Embroidered Cotton A-Line Dress,"₹4,650",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/white-embroidered-a-line-dress-a-line-dress-265930_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-embroidered-a-line-dress-a-line-dress-110478_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-embroidered-a-line-dress-a-line-dress-346007_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-embroidered-a-line-dress-a-line-dress-140583_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-embroidered-a-line-dress-a-line-dress-880507_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-embroidered-a-line-dress-a-line-dress-295377_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/white-embroidered-a-line-dress-a-line-dress-926483_1600x.jpg",
dresses,Rust Sandstone Shibori Kaftan Dress,"₹5,890",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-sandstone-shibori-kaftan-dress-kaftan-dress-2160081_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-sandstone-shibori-kaftan-dress-kaftan-dress-735191_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-sandstone-shibori-kaftan-dress-kaftan-dress-491486_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-sandstone-shibori-kaftan-dress-kaftan-dress-792914_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-sandstone-shibori-kaftan-dress-kaftan-dress-372699_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-sandstone-shibori-kaftan-dress-kaftan-dress-900650_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-sandstone-shibori-kaftan-dress-kaftan-dress-432769_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-sandstone-shibori-kaftan-dress-kaftan-dress-979636_1600x.jpg",
dresses,Warm Berry Wine Striped Button-Down Dress,"₹5,770",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-berry-wine-striped-button-down-dress-paneled-dress-442053_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-berry-wine-striped-button-down-dress-paneled-dress-385982_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-berry-wine-striped-button-down-dress-paneled-dress-125626_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-berry-wine-striped-button-down-dress-paneled-dress-745899_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-berry-wine-striped-button-down-dress-paneled-dress-125388_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-berry-wine-striped-button-down-dress-paneled-dress-604893_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-berry-wine-striped-button-down-dress-paneled-dress-446862_1600x.jpg",
dresses,Barn Red Cotton Honeycomb Waffle Tier Dress,"₹4,800","Olive Green,Barn Red,Navy Blue","cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-honeycomb-waffle-tier-dress-tier-dress-594964_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-honeycomb-waffle-tier-dress-tier-dress-950717_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-honeycomb-waffle-tier-dress-tier-dress-117649_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-honeycomb-waffle-tier-dress-tier-dress-209582_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-honeycomb-waffle-tier-dress-tier-dress-163849_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/barn-red-cotton-honeycomb-waffle-tier-dress-tier-dress-555883_1600x.jpg",
dresses,Brick Red Bagru Printed V-Neck Kaftan,"₹3,240",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-bagru-printed-short-slit-kaftan-kaftan-outerwear-241064_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-bagru-printed-short-slit-kaftan-kaftan-outerwear-576024_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-bagru-printed-short-slit-kaftan-kaftan-outerwear-962418_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-bagru-printed-short-slit-kaftan-kaftan-outerwear-255434_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-bagru-printed-short-slit-kaftan-kaftan-outerwear-206661_1600x.jpg",
dresses,Mint Green Cotton Chambray Midi Dress,"₹5,170",,"cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-tier-dress-tier-dress-506162_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-tier-dress-tier-dress-615508_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-tier-dress-tier-dress-542839_1600x.jpg,cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-tier-dress-tier-dress-358908_1600x.jpg",
